,nom,nom2,altitude,lat,lng,departement,lien,liencols,ouverture,est_cycliste
1252,Col de Chalimont,,1365.0,45.04521,5.47561,de l' Isère,cols-departement-isere-d38.html,,,False
1253,Col de l'Allimas,,1352.0,44.88204,5.56698,de l' Isère,cols-departement-isere-d38.html,,,False
1254,Col de Porte,,1326.0,45.2895,5.7671,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Porte.htm,,True
1255,Col de Pierre Grosse,,1322.0,44.87769,5.90927,de l' Isère,cols-departement-isere-d38.html,,,False
1256,Col de Pra l'Etang,,1267.0,45.08635,5.42586,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Pra l'Etang.htm,,True
1257,Col Luitel,,1262.0,45.08749,5.84895,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col Luitel.htm,,True
1258,Col de la Charmette,,1261.0,45.32185,5.74011,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de la Charmette.htm,,True
1259,Col de la Croix de Serre Monet,,1256.0,44.90292,5.55675,de l' Isère,cols-departement-isere-d38.html,,,False
1260,Pas du Pré Coquet,,1240.0,45.13423,5.43166,de l' Isère,cols-departement-isere-d38.html,,,False
1261,Col de la Croix Servagnet,,1235.0,45.12493,5.55168,de l' Isère,cols-departement-isere-d38.html,,,False
1262,Col du Liorin,,1226.0,45.05331,5.52588,de l' Isère,cols-departement-isere-d38.html,,,False
1263,Col des Deux,,1222.0,44.91039,5.5517,de l' Isère,cols-departement-isere-d38.html,,,False
1264,Col de la Croix Perrin,,1218.0,45.13045,5.55965,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Perrin.htm,,True
1265,Col de l'Holme,,1207.0,44.85537,5.90474,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de l'Holme.htm,,True
1266,Col du Prayet,,1197.0,44.78525,5.59867,de l' Isère,cols-departement-isere-d38.html,,,False
1267,Col de Pré Long,,1194.0,45.2006903874742,5.91794310662243,de l' Isère,cols-departement-isere-d38.html,,,False
1268,Le Collet,,1191.0,44.99287,6.10869,de l' Isère,cols-departement-isere-d38.html,,,False
1269,Col de l'Arzelier,,1154.0,44.99099,5.59564,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de l'Arzelier.htm,,True
1270,Col de Palaquit,,1154.0,45.27262,5.76559,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Palaquit.htm,,True
1271,Col de Malissol,,1153.0,44.92839,5.84359,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Malissol.htm,,True
1272,Le Goulet,,1140.0,45.17294,5.62713,de l' Isère,cols-departement-isere-d38.html,,,False
1273,Col du Cucheron,,1139.0,45.36522,5.83427,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col du Cucheron.htm,,True
1274,Col de Mens,Col de Treminis,1111.0,44.76018,5.77174,de l' Isère,cols-departement-isere-d38.html,,,False
1275,Col des Creys,,1091.0,44.99474,5.76316,de l' Isère,cols-departement-isere-d38.html,,,False
1276,Col de la Geneste,Col de Rima,1081.0,44.78337,5.96637,de l' Isère,cols-departement-isere-d38.html,,,False
1277,Le Col,,1080.0,44.9938,5.79749,de l' Isère,cols-departement-isere-d38.html,,,False
1278,Col de Romeyère,,1069.0,45.14363,5.47977,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Romeyère.htm,,True
1279,Col de Marcieu,,1065.0,45.3559,5.91888,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Marcieu.htm,,True
1280,Col du Barioz,,1041.0,45.33128,6.02696,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col du Barioz.htm,,True
1281,Le Tracol,,1030.0,44.81928,5.56382,de l' Isère,cols-departement-isere-d38.html,,,False
1282,Col des Mouilles,,1021.0,45.23951,5.95192,de l' Isère,cols-departement-isere-d38.html,,,False
1283,Pas des Blanches,,1005.0,45.01492,5.7627,de l' Isère,cols-departement-isere-d38.html,,,False
1284,Col du Lautaret,,984.0,45.25483,5.97057,de l' Isère,cols-departement-isere-d38.html,,,False
1285,Col St Sébastien,,983.0,44.84154,5.78681,de l' Isère,cols-departement-isere-d38.html,,,False
1286,Col du Rocher,,982.0,44.83175,5.57954,de l' Isère,cols-departement-isere-d38.html,,,False
1287,Col de la Festinière,,964.0,44.95337,5.75473,de l' Isère,cols-departement-isere-d38.html,,,False
1288,Col de Ferrier,,950.0,44.90056,5.63541,de l' Isère,cols-departement-isere-d38.html,,,False
1289,Col de Fraisse,,947.0,44.89723,5.63931,de l' Isère,cols-departement-isere-d38.html,,,False
1290,Col des Ayes,,944.0,45.27397,5.98755,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col des Ayes.htm,,True
1291,Col de la Croix Bernard,,944.0,45.09921,5.37614,de l' Isère,cols-departement-isere-d38.html,,,False
1292,Col de Masserange,,935.0,44.85745,5.78905,de l' Isère,cols-departement-isere-d38.html,,,False
1293,Collet d'Hérans,Col de la Croix de Charvet,934.0,44.83702,5.75482,de l' Isère,cols-departement-isere-d38.html,,,False
1294,Col de Chalais,,930.0,45.29323,5.67243,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Chalais.htm,,True
1295,Col de Laye,,925.0,44.85032,5.79061,de l' Isère,cols-departement-isere-d38.html,,,False
1296,Col du Rousset,,919.0,45.19682,5.88587,de l' Isère,cols-departement-isere-d38.html,,,False
1297,Le Collet,,915.0,44.74123,5.76504,de l' Isère,cols-departement-isere-d38.html,,,False
1298,Col du Banchet,,900.0,44.77447,5.72957,de l' Isère,cols-departement-isere-d38.html,,,False
1299,Col du Fau,,899.0,44.90634,5.6262,de l' Isère,cols-departement-isere-d38.html,,,False
1300,Col Accarias,,892.0,44.83605,5.73752,de l' Isère,cols-departement-isere-d38.html,,,False
1301,Col de Cornillon,Col de Homme du Lac,885.0,44.83998,5.71079,de l' Isère,cols-departement-isere-d38.html,,,False
1302,Col du Thaud,,882.0,44.82563,5.72558,de l' Isère,cols-departement-isere-d38.html,,,False
1303,Collet de Sinard,,881.0,44.94489,5.64564,de l' Isère,cols-departement-isere-d38.html,,,False
1304,Col des Mille Martyrs,,874.0,45.43314,5.67866,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col des Mille Martyrs.htm,,True
1305,Col de la Croix des Adrets,Col d'Hurtières,871.0,45.27706,5.96524,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de la Croix des Adrets / Col d'Hurtières.htm,,True
1306,Col de Tourdot,,855.0,44.76238,5.67058,de l' Isère,cols-departement-isere-d38.html,,,False
1307,Col de la Croix de Theys,,799.0,45.29362,5.97514,de l' Isère,cols-departement-isere-d38.html,,,False
1308,Col des Quatre Seigneurs,,793.0,45.15486,5.79084,de l' Isère,cols-departement-isere-d38.html,,,False
1309,Col de Vence,,782.0,45.23595,5.75092,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Vence.htm,,True
1310,Col de Grange Michel,,749.0,45.40556,5.64142,de l' Isère,cols-departement-isere-d38.html,,,False
1311,Col de la Coche,,725.0,45.16811,5.82384,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de la Coche.htm,,True
1312,Pas du Crêt,Col du Futau,702.0,45.41177,5.43715,de l' Isère,cols-departement-isere-d38.html,,,False
1313,Col du Banchet,,695.0,45.46412,5.57923,de l' Isère,cols-departement-isere-d38.html,,,False
1314,Col Lachard,,695.0,45.27951,5.39099,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col Lachard.htm,,True
1315,Col de la Feta de Chambarand,,685.0,45.23534,5.30594,de l' Isère,cols-departement-isere-d38.html,,,False
1316,Col de Chatain,,683.0,45.29382,5.4377,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Chatain.htm,,True
1317,Col de la Croix de Toutes Aures,,628.0,45.28403,5.35251,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Toutes Aures.htm,,True
1318,Col des Croisettes,,624.0,45.29151,5.27351,de l' Isère,cols-departement-isere-d38.html,,,False
1319,Col de Clémencière,,622.0,45.23415,5.72564,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Clémencière.htm,,True
1320,Col de la Placette,,587.0,45.33002,5.65843,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de la Placette.htm,,True
1321,Col de Parménie,,578.0,45.31886,5.4686,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Parménie.htm,,True
1322,Col de Pressembois,,575.0,45.17718,5.81191,de l' Isère,cols-departement-isere-d38.html,,,False
1323,Col de la Rossatière,,565.0,45.45698,5.40155,de l' Isère,cols-departement-isere-d38.html,,,False
1324,Col de Toutes Aures,,560.0,45.07507,5.35407,de l' Isère,cols-departement-isere-d38.html,,,False
1325,Col du Banchet,,552.0,45.40758,5.34453,de l' Isère,cols-departement-isere-d38.html,,,False
1326,Col de Meselier,,534.0,45.05345,5.36766,de l' Isère,cols-departement-isere-d38.html,https://www.cols-cyclisme.com/recherche/Col de Meselier.htm,,True
1327,Col du Cognet,,525.0,45.27071,5.34517,de l' Isère,cols-departement-isere-d38.html,,,False
1328,Le Petit Col,,518.0,45.38375,5.6014,de l' Isère,cols-departement-isere-d38.html,,,False
1329,Col du Grand Devet,,508.0,45.44756,5.19416,de l' Isère,cols-departement-isere-d38.html,,,False
1330,Col de la Madeleine,,493.0,45.19633,5.19998,de l' Isère,cols-departement-isere-d38.html,,,False
1331,Col de la Cassière,,491.0,45.24555,5.403,de l' Isère,cols-departement-isere-d38.html,,,False
1332,Col des Crozes,,440.0,45.40378,5.22742,de l' Isère,cols-departement-isere-d38.html,,,False
1333,Col de Cossey,Col de Comboire,430.0,45.13884,5.67305,de l' Isère,cols-departement-isere-d38.html,,,False
1334,Col de Pierre brune,,375.0,45.23766,5.46038,de l' Isère,cols-departement-isere-d38.html,,,False
1335,Col du Bel Air,,336.0,45.60474,4.92122,de l' Isère,cols-departement-isere-d38.html,,,False
1336,Le Goulet,,1374.0,46.41999,6.04047,du Jura,cols-departement-jura-d39.html,,,False
1337,Col de Sur la Semine,,1190.0,46.27846,5.83591,du Jura,cols-departement-jura-d39.html,https://www.cols-cyclisme.com/recherche/Col de Sur la Semine.htm,,True
1338,Col du Bulay,,1104.0,46.67071,6.04184,du Jura,cols-departement-jura-d39.html,,,False
1339,Col du Lancier,,1075.0,46.75734,6.18306,du Jura,cols-departement-jura-d39.html,,,False
1340,Col de la Croix de la Serra,Col du Désertin,1049.0,46.28856,5.79964,du Jura,cols-departement-jura-d39.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de la Serra.htm,,True
1341,Col de la Joux,,1025.0,46.54122,5.85183,du Jura,cols-departement-jura-d39.html,,,False
1342,Col de la Bucle,,1005.0,46.54137,6.02672,du Jura,cols-departement-jura-d39.html,,,False
1343,Col de la Savine,,995.0,46.56333,6.00535,du Jura,cols-departement-jura-d39.html,https://www.cols-cyclisme.com/recherche/Col de la Savine.htm,,True
1344,Col de Nanchez,,962.0,46.47613,5.82296,du Jura,cols-departement-jura-d39.html,,,False
1345,la Goulette,,921.0,46.47711,5.94438,du Jura,cols-departement-jura-d39.html,,,False
1346,Col des Crozatiers,,858.0,46.46254,5.78689,du Jura,cols-departement-jura-d39.html,https://www.cols-cyclisme.com/recherche/Col des Crozatiers.htm,,True
1347,Col du Gyps,,803.0,46.65019,5.97269,du Jura,cols-departement-jura-d39.html,,,False
1348,Col du Cerisier,,715.0,46.41153,5.70127,du Jura,cols-departement-jura-d39.html,,,False
1349,Col de Crillat,,704.0,46.58395,5.80702,du Jura,cols-departement-jura-d39.html,,,False
1350,Col de la Percée de Chatillon,,580.0,46.66088,5.71839,du Jura,cols-departement-jura-d39.html,,,False
1351,Col du Coda,,575.0,46.98818,5.91113,du Jura,cols-departement-jura-d39.html,,,False
1352,Col de la Chamboite,,1486.0,45.66831,3.79746,de la Loire,cols-departement-loire-d42.html,,,False
1353,Pas de la Croix,,1396.0,45.69071,3.77706,de la Loire,cols-departement-loire-d42.html,,,False
1354,Col du Béal,,1390.0,45.68536,3.78295,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col du Béal.htm,,True
1355,Collet de l'Oeillon,,1318.0,45.3909,4.60792,de la Loire,cols-departement-loire-d42.html,,,False
1356,Col de Baracuchet,,1256.0,45.57979,3.93793,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de Baracuchet.htm,,True
1357,Col de la Loge,,1253.0,45.74256,3.77968,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Loge.htm,,True
1358,Col de l'Oeillon,,1234.0,45.3886,4.61593,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de l'Oeillon.htm,,True
1359,Col du Gratteau,,1204.0,45.38513,4.61541,de la Loire,cols-departement-loire-d42.html,,,False
1360,Col de la Croix de Chaubouret,,1201.0,45.36787,4.5283,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Chaubouret.htm,,True
1361,Col des Sapeaux,,1164.0,45.74064,3.83448,de la Loire,cols-departement-loire-d42.html,,,False
1362,Col de la Croix de l'Homme Mort,,1163.0,45.54694,3.9646,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de l'Homme Mort.htm,,True
1363,Col du Grand Bois,Col de la République,1161.0,45.33273,4.48034,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la République / Col de Grand Bois.htm,,True
1364,Col des Limites,,1157.0,45.54277,3.94709,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col des Limites.htm,,True
1365,Col du Reculon,,1153.0,45.75493,3.7395,de la Loire,cols-departement-loire-d42.html,,,False
1366,Col de Palchad,Col de la Croix de Joanziecq,1145.0,45.47919,3.99558,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Joanziecq.htm,,True
1367,Col de la Charme,,1120.0,45.92317,3.72079,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Charme.htm,,True
1368,Col de Courbaret,,1055.0,45.73858,3.85877,de la Loire,cols-departement-loire-d42.html,,,False
1369,Collet Royet,,1050.0,45.4127,4.62383,de la Loire,cols-departement-loire-d42.html,,,False
1370,Col de la Croix Ladret,,1046.0,45.72387,3.85877,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Ladret.htm,,True
1371,Col de la Barbanche,,1038.0,45.38966,4.48248,de la Loire,cols-departement-loire-d42.html,,,False
1372,Le Tracol,,1023.0,45.25328,4.45765,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Le Tracol.htm,,True
1373,Col de la Croix des Quatre Jambes,,1001.0,45.7422,3.86732,de la Loire,cols-departement-loire-d42.html,,,False
1374,Col des Brosses,,973.0,45.76393,3.83557,de la Loire,cols-departement-loire-d42.html,,,False
1375,Col de Pichillon,,951.0,45.42271,4.04172,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de Pichillon.htm,,True
1376,Collet de Doizieux,,946.0,45.42494,4.6175,de la Loire,cols-departement-loire-d42.html,,,False
1377,Col de la Grande Roue,,944.0,45.73878,3.89674,de la Loire,cols-departement-loire-d42.html,,,False
1378,Pas de Mousset,,940.0,45.79692,3.70134,de la Loire,cols-departement-loire-d42.html,,,False
1379,Col St Thomas,,930.0,45.88598,3.75444,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de Saint Thomas.htm,,True
1380,Col de Burdignes,,893.0,45.27002,4.5657,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de Burdignes.htm,,True
1381,Col d'Aillet,,885.0,45.74274,3.91011,de la Loire,cols-departement-loire-d42.html,,,False
1382,Col de la Croix Casard,,864.0,45.85501,4.36399,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Casard.htm,,True
1383,Col de la Croix du Planil,,847.0,45.41578,4.54864,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Croix du Planil.htm,,True
1384,Col des Ecorbans,,825.0,46.13703,4.40886,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col des Ecorbans.htm,,True
1385,Col du Trève,,811.0,45.37706,4.64039,de la Loire,cols-departement-loire-d42.html,,,False
1386,Col de la Croix de Montvieux,,811.0,45.44518,4.63244,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Montvieux.htm,,True
1387,Col de Cervières,,806.0,45.85013,3.7669,de la Loire,cols-departement-loire-d42.html,,,False
1388,Col du Pilon,,795.0,45.5309,4.43472,de la Loire,cols-departement-loire-d42.html,,,False
1389,Col de la Croix du Sud,,763.0,46.09118,3.84461,de la Loire,cols-departement-loire-d42.html,,,False
1390,Col du Pin Bouchain,,759.0,45.91551,4.34583,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col du Pin Bouchain.htm,,True
1391,Col du Bouchet,,753.0,45.95786,3.92948,de la Loire,cols-departement-loire-d42.html,,,False
1392,Col de la Gachet,,748.0,45.53539,4.48735,de la Loire,cols-departement-loire-d42.html,,,False
1393,Col de la Pelletière,,747.0,45.69085,3.97158,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Pelletière.htm,,True
1394,Col des Aillets,,715.0,46.14929,4.42543,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col des Aillets.htm,,True
1395,Col de la Buche,,683.0,46.1321686110069,4.3296286594587,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de la Buche.htm,,True
1396,Col du Banchet,,673.0,45.31025,4.59853,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col du Banchet.htm,,True
1397,Col de Pavezin,,651.0,45.46449,4.67839,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de Pavezin.htm,,True
1398,Col de la Croix du Mazet,,650.0,45.46042,4.61965,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de La Croix du Mazet.htm,,True
1399,Col de la Beaurie,,641.0,45.42188,4.36717,de la Loire,cols-departement-loire-d42.html,,,False
1400,Col de Grenouze,,624.0,45.47662,4.69731,de la Loire,cols-departement-loire-d42.html,https://www.cols-cyclisme.com/recherche/Col de Grenouze.htm,,True
1401,Col de la Croix Couverte,,614.0,46.11095,4.29047,de la Loire,cols-departement-loire-d42.html,,,False
1402,Col de Treuil,,392.0,46.00882,4.267,de la Loire,cols-departement-loire-d42.html,,,False
1403,Col de la Croix de Peccata,,1570.0,44.91605,4.17874,de la Haute-Loire,cols-departement-haute-loire-d43.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Peccata.htm,,True
1404,Col de Rossignol,,1296.0,44.93277,3.76271,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1405,Col de Trespeux,,1264.0,44.91799,3.76919,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1406,Col du Rayol,,1240.0,44.79047,3.88116,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1407,Col de TrÃ¨s Regards,,1232.0,44.90947,3.79831,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1408,Col de Peyra Taillade,,1169.0,45.03496,3.65005,de la Haute-Loire,cols-departement-haute-loire-d43.html,https://www.cols-cyclisme.com/recherche/Col de Peyra Taillade.htm,,True
1409,Col de Fix St Geneys,,1115.0,45.15088,3.65721,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1410,Col du Pertuis,,1026.0,45.09553,4.0574,de la Haute-Loire,cols-departement-haute-loire-d43.html,https://www.cols-cyclisme.com/recherche/Col du Pertuis.htm,,True
1411,Col de la Croix de l'Arbre,,1004.0,45.17357,3.8287,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1412,Col de Pozedonne,,976.0,45.12472,4.11192,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1413,Le Collet,,884.0,45.05053,4.06304,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1414,Le Collet,,869.0,45.22862,4.39598,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1415,Col de Montclard,,860.0,45.26422,3.56804,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1416,Tournecol,,813.0,45.03955,4.01358,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1417,Le Collet,,782.0,45.06494,3.85044,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1418,Col de l'Ermitage,,755.0,45.05336,3.85616,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1419,Col de la Croix d'Encol,,690.0,45.33261,3.17308,de la Haute-Loire,cols-departement-haute-loire-d43.html,,,False
1420,Pas des Aubinies,,654.0,44.84897,2.06507,du Lot,cols-departement-lot-d46.html,,,False
1421,Col des Lièvres,,353.0,44.4946,1.72193,du Lot,cols-departement-lot-d46.html,,,False
1422,Col de Crayssac,,219.0,44.50215,1.32341,du Lot,cols-departement-lot-d46.html,,,False
1423,Col de Magès,Baisse Cul,160.0,44.79275,1.59142,du Lot,cols-departement-lot-d46.html,,,False
1424,Trescols,,175.0,44.40637,0.91415,du Lot-et-Garonne,cols-departement-lot-et-garonne-d47.html,,,False
1425,Trescols,,163.0,44.37212,0.76803,du Lot-et-Garonne,cols-departement-lot-et-garonne-d47.html,,,False
1426,Col de Finiels,,1541.0,44.42363,3.76922,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de Finiels.htm,,True
1427,Col du Goulet,,1463.0,44.53572,3.75281,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col du Goulet.htm,,True
1428,Col du Cheval Mort,,1454.0,44.66785,3.54308,de la Lozère,cols-departement-lozere-d48.html,,,False
1429,Col des Trois Soeurs,,1452.0,44.7228,3.56574,de la Lozère,cols-departement-lozere-d48.html,,,False
1430,Col de la Barte,,1422.0,44.80009,3.50043,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de la Barte.htm,,True
1431,Col de la Baraque des Bouviers,,1418.0,44.75879,3.52253,de la Lozère,cols-departement-lozere-d48.html,,,False
1432,Col de la Croix de Bor,,1417.0,44.73822,3.54545,de la Lozère,cols-departement-lozere-d48.html,,,False
1433,Col de Charpal,,1377.0,44.61394,3.55553,de la Lozère,cols-departement-lozere-d48.html,,,False
1434,Col de Bonnecombe,,1340.0,44.55947,3.12607,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de Bonnecombe.htm,,True
1435,Col de l'Aubrac,,1339.0,44.62612,3.00646,de la Lozère,cols-departement-lozere-d48.html,,,False
1436,Col des Quatre Chemins,,1284.0,44.68312,3.49461,de la Lozère,cols-departement-lozere-d48.html,,,False
1437,Col de la Pierre Plantée,,1274.0,44.68938,3.64508,de la Lozère,cols-departement-lozere-d48.html,,,False
1438,Col de la Croix du Fau,,1268.0,44.93592,3.35903,de la Lozère,cols-departement-lozere-d48.html,,,False
1439,Col de la Pierre Plantée,,1263.0,44.58788,3.6591,de la Lozère,cols-departement-lozere-d48.html,,,False
1440,Col du Can de la Roche,,1230.0,44.6030881613425,3.48421812533097,de la Lozère,cols-departement-lozere-d48.html,,,False
1441,Col de la Baraque de l'Air,,1201.0,44.67793,3.78403,de la Lozère,cols-departement-lozere-d48.html,,,False
1442,Col Santel,,1195.0,44.47394,3.73864,de la Lozère,cols-departement-lozere-d48.html,,,False
1443,Col de la Loubière,Col de Masseguin,1181.0,44.49558,3.6293,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de la Loubière.htm,,True
1444,Col de Montruffet,,1175.0,44.85458,3.39171,de la Lozère,cols-departement-lozere-d48.html,,,False
1445,Col des Tribes,,1131.0,44.48033,3.75966,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col des Tribes.htm,,True
1446,Col des Issartets,,1129.0,44.6492,3.2477,de la Lozère,cols-departement-lozere-d48.html,,,False
1447,Col du Thort,,1120.0,44.56628,3.90763,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col du Thort.htm,,True
1448,Pas de l'Ane,,1104.0,44.9000823623948,3.38027701887259,de la Lozère,cols-departement-lozere-d48.html,,,False
1449,Col Bourbon,,1091.0,44.46703,3.79649,de la Lozère,cols-departement-lozere-d48.html,,,False
1450,Col de la Croix Berthel,,1088.0,44.32651,3.8166,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Berthel.htm,,True
1451,Col du Sapet,,1080.0,44.3252,3.68593,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col du Sapet.htm,,True
1452,Col de Trébatut,,1075.0,44.52438,3.17185,de la Lozère,cols-departement-lozere-d48.html,,,False
1453,Col de Malpertuis,,1072.0,44.31798,3.82909,de la Lozère,cols-departement-lozere-d48.html,,,False
1454,Col de Montmirat,,1042.0,44.41877,3.54352,de la Lozère,cols-departement-lozere-d48.html,,,False
1455,Col de Fourques,,1040.0,44.19383,3.52022,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de Fourques.htm,,True
1456,Col de la Planette,,1038.0,44.27805,3.7553,de la Lozère,cols-departement-lozere-d48.html,,,False
1457,Pas de l'Ase,,1035.0,44.61225,3.25224,de la Lozère,cols-departement-lozere-d48.html,,,False
1458,Pas de l'Aze,,1030.0,44.7661,3.05243,de la Lozère,cols-departement-lozere-d48.html,,,False
1459,Col de Perjuret,,1028.0,44.20438,3.51518,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de Perjuret.htm,,True
1460,Col de Goudard,,1022.0,44.53265,3.37287,de la Lozère,cols-departement-lozere-d48.html,,,False
1461,Col de la Crousette,,1022.0,44.321,3.83773,de la Lozère,cols-departement-lozere-d48.html,,,False
1462,Col des Faisses,,1018.0,44.24778,3.62624,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col des Faisses.htm,,True
1463,Col de Pierre Plate,,1015.0,44.32977,3.56841,de la Lozère,cols-departement-lozere-d48.html,,,False
1464,Col des Salides,,1014.0,44.1626,3.61751,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col des Salides.htm,,True
1465,Col de Solpérière,,1010.0,44.24034,3.61678,de la Lozère,cols-departement-lozere-d48.html,https://www.cols-cyclisme.com/recherche/Col de Solpérière.htm,,True
1466,Col de Chalsio,,997.0,44.31196,3.84746,de la Lozère,cols-departement-lozere-d48.html,,,False
1467,Col de la Baraquette,,996.0,44.31511,3.84287,de la Lozère,cols-departement-lozere-d48.html,,,False
